company,job_title,country,city,district,job_type
A1Softech,Core banking technical support,Egypt,Cairo,,Full Time
LINK Development,Android Specialist,Egypt,Cairo,Maadi,Full Time
LINK Development,Android Specialist,Egypt,Cairo,Maadi,Work From Home
LINK Development,Senior Android Developer,Egypt,Cairo,Maadi,Full Time
LINK Development,Senior Android Developer,Egypt,Cairo,Maadi,Work From Home
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS,Egypt,Cairo,Nasr City,Full Time
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS,Egypt,Cairo,Nasr City,Part Time
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS,Egypt,Cairo,Nasr City,Work From Home
CompactSoft International,.Net Web Developer -,Egypt,Cairo,Nasr City,Full Time
CompactSoft International,Software Digital Marketing Manager,Egypt,Cairo,Nasr City,Freelance / Project
Health Insights Group,Junior Implementation Specialist,Egypt,Cairo,Nasr City,Full Time
Advanced Solutions,Senior .NET Developer,Egypt,Cairo,Nasr City,Full Time
New Plan,System Administrator,Egypt,Cairo,Heliopolis,Full Time
ERP-Bank,Odoo ERP Sales Executive,Egypt,Alexandria,Sidi Gaber,Full Time
Zewail City,Junior Backend Developer / Hybrid (Remote/In-Office),Egypt,Giza,6th of October,Full Time
Premier Services and Recruitment,ERP Administrator,Egypt,Cairo,Maadi,Full Time
Confidential,Technical Support Specialist,Egypt,Cairo,New Cairo,Full Time
British University of Egypt,Service Desk Engineer,Egypt,Cairo,Shorouk City,Full Time
British University of Egypt,Infrastructure and security Manager,Egypt,Cairo,Shorouk City,Full Time
British University of Egypt,Senior Network Engineer,Egypt,Cairo,Shorouk City,Full Time
British University of Egypt,System Administrator,Egypt,Cairo,Shorouk City,Full Time
British University of Egypt,Software developer,Egypt,Cairo,Shorouk City,Full Time
Finiex Soft,Front End Developer (Vuejs) Hybrid,Egypt,Alexandria,Fleming,Full Time
Alexandria For Programming,WordPress Content Writing,Egypt,Alexandria,Bolkly,Internship
Roya Developments,"Senior Oracle Applications Developer (EBS, APEX)",Egypt,Cairo,,Full Time
Confidential,IT Supervisor,Egypt,Cairo,,Full Time
Shifa Egypt,IT Technical Support Specialist,Egypt,Cairo,New Cairo,Full Time
Confidential,IT System Administrator,Egypt,Cairo,,Full Time
Silicon21,Software Technical Support,Egypt,Cairo,Nasr City,Full Time
Masria Digital Payment (MDP),Senior Business Analyst,Egypt,Cairo,New Cairo,Full Time
Etisalat Egypt,System Senior Specialist,Egypt,Cairo,New Cairo,Full Time
Confidential,Agile Coach,Egypt,Cairo,,Full Time
Tam Development LLC,Senior Business Analyst,Saudi Arabia,Riyadh,,Full Time
Tam Development LLC,Senior Business Analyst,Saudi Arabia,Riyadh,,Work From Home
Edu-Zone,Computer Science Instructor for Kids,Egypt,Cairo,,Full Time
Edu-Zone,Computer Science Instructor for Kids,Egypt,Cairo,,Part Time
Confidential,Sales Executive,Egypt,Cairo,Nasr City,Full Time
3D Diagnostix,Odoo Developer,Egypt,Cairo,Maadi,Full Time
Confidential,System Administrator,Egypt,Cairo,Maadi,Full Time
Confidential,Senior UI UX Designer,Egypt,Cairo,Maadi,Full Time
Puzzle,software sales,Egypt,Alexandria,Glim,Full Time
Puzzle,software sales,Egypt,Alexandria,Glim,Part Time
Puzzle,software sales,Egypt,Alexandria,Glim,Work From Home
Confidential,Senior Mobile Developer,Egypt,Cairo,Maadi,Full Time
Confidential,Senior Front End Developer,Egypt,Cairo,Maadi,Full Time
Confidential,Senior Business Analyst,Egypt,Cairo,Maadi,Full Time
Confidential,Senior Backend Developer,Egypt,Cairo,Maadi,Full Time
Confidential,Scrum Master,Egypt,Cairo,Maadi,Full Time
Confidential,Junior Mobile Developer,Egypt,Cairo,Maadi,Full Time
Confidential,Junior Front End Developer,Egypt,Cairo,Maadi,Full Time
Confidential,Junior Backend Developer,Egypt,Cairo,Maadi,Full Time
Guestna,Mobile Developer (React Native) - Remote,Egypt,Cairo,,Full Time
Aman,Business Analyst,Egypt,Giza,6th of October,Full Time
Seoudi Supermarket,IT Help Desk,Egypt,Giza,Sheikh Zayed,Full Time
TRAUXIT,Flutter developer,Egypt,Dakahlia,Mansoura,Full Time
Kellogg Tolaram Noodles Egypt LLC,IT Specialist,Egypt,Giza,6th of October,Full Time
EGID company,Data Center Account Manager,Egypt,Cairo,New Cairo,Full Time
Johnson Controls,ABAP Consultant,Egypt,Cairo,Nasr City,Full Time
Confidential,Senior React JS Developer ( Remotely ),Egypt,Cairo,,Full Time
Confidential,Senior React JS Developer ( Remotely ),Egypt,Cairo,,Work From Home
Confidential,IT senior,Egypt,Cairo,Nasr City,Full Time
Khales,Full Stack Developer,Egypt,Giza,,Full Time
Aman,Product Owner,Egypt,Giza,6th of October,Full Time
GET Group- Egypt,Senior Software Quality Control Engineer,Egypt,Cairo,Heliopolis,Full Time
Marketopia,Web Developer,Egypt,Cairo,New Cairo,Full Time
Bevatel,Customer Success Specialist,Egypt,Giza,Dokki,Full Time
INDEVCO,IT Help Desk Engineer,Egypt,Giza,6th of October,Full Time
Capleo Globle,Data Modeler,Egypt,Cairo,,Full Time
Confidential,Senior Liferay Developer,Egypt,Cairo,,Full Time
Dynamicslink,technical support software specialist,Egypt,Cairo,Nasr City,Full Time
Target Integrated Systems,Network Engineer.,Egypt,Cairo,Maadi,Full Time
BBI-Consultancy,Data Engineer lead,Egypt,Cairo,Nasr City,Full Time
Confidential,Senior Business Analyst,Egypt,Cairo,,Full Time
Confidential,Full Stack Developer - PHP,Egypt,Cairo,,Full Time
Confidential,Full Stack Developer - PHP,Egypt,Cairo,,Work From Home
Azm development,Application Support Engineer,Egypt,Cairo,,Full Time
Azm development,Application Support Engineer,Egypt,Cairo,,Work From Home
Confidential,App Product Manager / Programmer (Flutter),Egypt,Giza,6th of October,Freelance / Project
3D Diagnostix,Odoo Analyst,Egypt,Cairo,Maadi,Full Time
Crevisoft Corporation,Accountant,Egypt,Cairo,Maadi,Full Time
Crevisoft Corporation,Accountant,Egypt,Cairo,Maadi,Full Time
Perfect Presentation,senior oracle developer,Egypt,Giza,6th of October,Full Time
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst,Egypt,Cairo,Maadi,Full Time
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch ),Egypt,Cairo,,Full Time
EDRAK Software,Senior Backend Developer (.NET),Egypt,Cairo,Maadi,Full Time
Al Ahly Momkn for e-payment,Senior Java Developer,Egypt,Cairo,Maadi,Full Time
Khales,Senior Solution Architecture Engineer,Egypt,Cairo,,Full Time
Confidential,Liferay Project Team Leader-Architect,Egypt,Cairo,,Full Time
BI-Technologies,Software Developer (.Net),Egypt,Cairo,New Cairo,Full Time
Transmar International,BI Developer,Egypt,Cairo,New Cairo,Full Time
Confidential,Mobile Application Developer-Liferay,Egypt,Cairo,,Full Time
Basata,Java Backend Developer,Egypt,Cairo,Maadi,Full Time
Interactive Limited/Carma Group,Dotnet Fullstack Developer,Egypt,Cairo,,Full Time
Confidential,Mobile Application Developer- Flutter,Egypt,Cairo,,Full Time
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst,Egypt,Cairo,,Full Time
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician,Egypt,Giza,Dokki,Full Time
Shotmed,IT Associate,Egypt,Cairo,,Full Time
Arabia for Information Technology,Flutter Developer,Egypt,Cairo,,Full Time
Arabia for Information Technology,Flutter Developer,Egypt,Cairo,,Work From Home
Arabia for Information Technology,Software Project Coordinator,Egypt,Cairo,,Full Time
Confidential,Senior Project Manager,Egypt,Cairo,,Full Time
Optasia,"Tech Lead, Fintech",Egypt,Cairo,,Full Time
"Izam, inc.",Sales Account Manager - Daftra,Egypt,Giza,Smart Village,Full Time
"Izam, inc.",Sales Account Manager - Daftra,Egypt,Giza,Smart Village,Shift Based
Confidential,Information Technology Project Manager,Saudi Arabia,Riyadh,,Full Time
Objects,Backend Developer - PHP,Egypt,Alexandria,,Full Time
Royal Investment,Telecom engineer,Egypt,Giza,6th of October,Part Time
COREations,Graphic Designer,Egypt,Dakahlia,Mansoura,Full Time
Nahdet Misr Publishing Group,SAP Cloud Developer,Egypt,Giza,,Full Time
COREations,Sales Account Manager,Egypt,Giza,6th of October,Full Time
Confidential,Sales Team leader (Pre a& Post),Saudi Arabia,Riyadh,,Full Time
Confidential,Software Service Delivery Specialist,Egypt,Cairo,,Full Time
Confidential,Software Service Delivery Specialist (Banking),Egypt,Cairo,,Full Time
Crevisoft Corporation,Odoo Implementer,Egypt,Cairo,Maadi,Full Time
Confidential,Banking IT Operations Specialist,Egypt,Cairo,,Full Time
Confidential,Technical Support,Egypt,Cairo,,Full Time
EpsilonAI,Data Science Instructor,Egypt,Cairo,Nasr City,Full Time
EpsilonAI,Data Science Instructor,Egypt,Cairo,Nasr City,Part Time
EpsilonAI,Data Science Instructor,Egypt,Cairo,Nasr City,Freelance / Project
Universities of Canada in Egypt,IT Technical Support Specialist,Egypt,Cairo,New Capital,Full Time
Link Datacenter,Senior Platform Engineer,Egypt,Giza,,Full Time
Link Datacenter,Senior Sales Account Manager,Egypt,Giza,,Full Time
Link Datacenter,Database Administrator - SQL,Egypt,Giza,,Full Time
Link Datacenter,Cloud Solutions Architect,Egypt,Giza,,Full Time
El Mohandess Print House,Senior Oracle Developer,Egypt,Sharqia,10th of Ramadan City,Full Time
Impactyn,Back End Technical lead,Egypt,Giza,Sheikh Zayed,Full Time
Impactyn,Back End .NET,Egypt,Giza,Sheikh Zayed,Full Time
LINK Development,IOS Technical Lead,Egypt,Cairo,,Full Time
Crevisoft Corporation,Front End Developer,Egypt,Cairo,Maadi,Full Time
Fintech solutions,Backend Developer,Egypt,Cairo,New Cairo,Full Time
Elkenany Group,Full Stack Developer,Egypt,Cairo,Maadi,Full Time
e Aswaaq Misr,Software Senior Tester,Egypt,Giza,Smart Village,Full Time
Confidential,Senior Application Support Officer,Egypt,Cairo,,Full Time
FRIDAL,Technical Support Specialist,Egypt,Giza,6th of October,Full Time
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),Egypt,Cairo,Nasr City,Full Time
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),Egypt,Cairo,Nasr City,Part Time
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),Egypt,Cairo,Nasr City,Freelance / Project
Confidential,Application Support Officer,Egypt,Cairo,,Full Time
Confidential,Developer and Support of Applications and Software Solutions,Egypt,Cairo,,Full Time
Confidential,Oracle Cloud HCM Consultant,Egypt,Cairo,,Full Time
Pillars,Business Analyst - Multinational Company,Egypt,Cairo,,Full Time
Arlation Media Services,Game Developer,Egypt,Giza,,Full Time
TIC,Quality Control Engineer,Egypt,Cairo,,Full Time
Rednet It Services,ERP Sales Manager,Egypt,Cairo,Maadi,Full Time
Rednet It Services,Software Developer,Egypt,Cairo,Maadi,Full Time
Lumin,Sales Manager - Software Background (GULF),Egypt,Giza,Sheikh Zayed,Full Time
e Aswaaq Misr,Front End Developer,Egypt,Giza,Smart Village,Full Time
Expleo,Business Analyst | German Speaker,Egypt,Cairo,Maadi,Full Time
Confidential,.NET C# Developer,Egypt,Cairo,Nasr City,Full Time
Ejada,Application Support Team lead ( Egypt-KSA),Egypt,Cairo,Hadayek Alkobba,Full Time
Ejada,Application Support Specialist (Egypt-KSA),Egypt,Cairo,Heliopolis,Full Time
Moltaqa,Senior PHP Developer,Egypt,Dakahlia,Mansoura,Full Time
LINK Development,AI Developer,Egypt,Cairo,,Full Time
Konnekt Union,Sales Executive,Egypt,Cairo,Sheraton,Full Time
Confidential,Oracle Developer,Egypt,Giza,Dokki,Full Time
Integrated Technology Group,PHP Developer,Egypt,Cairo,Heliopolis,Full Time
iSON Xperiences Egypt,RPA Developer,Egypt,Cairo,Heliopolis,Full Time
AFFSQUARE,Wordpress Developer,Egypt,Cairo,Sheraton,Full Time
QARA,Junior Marketing Manager,Egypt,Cairo,New Cairo,Full Time
Confidential,Senior Engineering Manager,Egypt,Cairo,Nasr City,Full Time
Egabi FSI,.Net Developer,Egypt,Cairo,Sheraton,Full Time
OdooTec,Senior Odoo Functional Consultant,Egypt,Cairo,New Cairo,Full Time
OdooTec,Odoo Developer,Egypt,Cairo,New Cairo,Full Time
Confidential,Sr. Frontend Developer,Egypt,Cairo,,Full Time
Confidential,Senior Scrum Master,Egypt,Cairo,New Cairo,Full Time
Aliaict,Junior Odoo Developer,Egypt,Cairo,,Full Time
Confidential,Technical Trainer,Egypt,Cairo,New Cairo,Full Time
Roaya,Senior MS Exchange Engineer,Egypt,Cairo,Maadi,Full Time
Order King,Software Sales Executive,Egypt,Cairo,,Full Time
Confidential,Software Quality Control Engineer,Egypt,Giza,6th of October,Full Time
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience),Egypt,Cairo,Maadi,Full Time
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience),Egypt,Cairo,Maadi,Work From Home
Algoriza,Senior SharePoint developer,Egypt,Giza,,Full Time
Rashideen Egypt for Trade,Technical Support Specialist,Egypt,Cairo,,Full Time
Noases,IOT Engineer,Egypt,Cairo,,Full Time
Finding From Egy,Search Engine Optimization Specialist,Egypt,Alexandria,Smouha,Full Time
International Advanced,Odoo Functional Consultant,Saudi Arabia,Jeddah,,Full Time
Network International -Egypt,Information Security Manager,Egypt,Cairo,New Cairo,Full Time
International Advanced,Senior Flutter Developer,Egypt,Cairo,Nasr City,Full Time
Network International -Egypt,Senior Analyst – Information Security,Egypt,Cairo,New Cairo,Full Time
Expert Apps,Senior Software Tester,Egypt,Cairo,Maadi,Full Time
TMA For Industrial Supplies,IT Help Desk Specialist,Egypt,Cairo,Nasr City,Full Time
Ether Technology,Full Stack .Net Developer,Egypt,Giza,Mohandessin,Full Time
Egyptian Integration,Sales Specialistl,Egypt,Cairo,New Cairo,Full Time
Confidential,IT Manager- Sap User,Egypt,Cairo,Obour City,Full Time
ACML - Egypt,developer specialized,Egypt,Alexandria,Bolkly,Part Time
ACML - Egypt,developer specialized,Egypt,Alexandria,Bolkly,Freelance / Project
appcorp,Senior Sales Account Manager - Software,Egypt,Cairo,Heliopolis,Full Time
Parkville Pharmaceuticals,Odoo Implementer,Egypt,Giza,,Full Time
Roaya,Junior System Engineer,Egypt,Cairo,Maadi,Full Time
PSH,Senior Businesss Analyst,Egypt,Cairo,Maadi,Full Time
DX Republic,Front End Developer( Angular),Egypt,Cairo,,Full Time
Dolf,Flash Animator,Egypt,Cairo,Heliopolis,Full Time
Lecon,Senior Architect Designer,Egypt,Cairo,,Full Time
Lecon,Senior Architect Designer,Egypt,Cairo,,Work From Home
RTR Software Solutions,Senior Front End Angular,Egypt,Cairo,Nasr City,Full Time
Sky Distribution,Mobile Maintenance Specialist,Egypt,Cairo,Maadi,Full Time
Confidential,Oracle Application Techno Functional Consultant,Egypt,Cairo,Maadi,Full Time
Confidential,Oracle Application Techno Functional Consultant,Egypt,Cairo,Maadi,Work From Home
InstaShop,Onboarding Associate - POS,Egypt,Cairo,,Full Time
InstaShop,Onboarding Associate - POS,Egypt,Cairo,,Freelance / Project
Confidential,IT Supervisor,Egypt,Cairo,Nasr City,Full Time
Algoriza,Enterprise Architect,Egypt,Giza,,Full Time
Integrated Technology Group,.NET Developer,Egypt,Cairo,Heliopolis,Full Time
Algoriza,Senior Oracle developer,Egypt,Giza,,Full Time
Algoriza,Senior Quality Assurance Engineer,Egypt,Cairo,,Full Time
Algoriza,Senior System Analyst,Egypt,Giza,,Full Time
Algoriza,Senior Dot net developer,Egypt,Giza,,Full Time
شركه طنطا موتورز,IT Support Specialist,Egypt,Gharbia,Tanta,Full Time
Global Brands,Help Desk Specialist,Egypt,Cairo,New Cairo,Full Time
Max Muscle,IT Help Desk,Egypt,Cairo,New Cairo,Full Time
eGate Egypt,PHP Developer,Egypt,Cairo,New Cairo,Full Time
Majorel Egypt,Information Security Senior Specialist,Egypt,Cairo,,Full Time
Fawry Microfinance,IT Help Desk,Egypt,Cairo,Maadi,Full Time
cCc callcenter and Digital Marketing,Full Stack Developer,Egypt,Cairo,Nasr City,Full Time
Confidential,Search Engine Optimization Specialist,Egypt,Cairo,Nasr City,Full Time
CTO for startups,Experienced Flutter Developer,Egypt,Cairo,,Freelance / Project
CTO for startups,Experienced Flutter Developer,Egypt,Cairo,,Work From Home
CTO for startups,UI/UX Designer,Egypt,Cairo,,Freelance / Project
CTO for startups,UI/UX Designer,Egypt,Cairo,,Work From Home
Ibn Sina Pharma,Junior Software Support Specialist,Egypt,Cairo,New Cairo,Full Time
GET Group- Egypt,Senior Software Business Analysis,Egypt,Cairo,,Full Time
Solutions,Unity Developer,Egypt,Cairo,Nasr City,Full Time
Intelcia,Intelcia Egypt - Network Level III Engineer (WIFI Expert),Egypt,Giza,Smart Village,Full Time
Ascon Advanced Solutions & Consultant,ADF Oracle Developer - Alexandria,Egypt,Alexandria,,Full Time
Ascon Advanced Solutions & Consultant,Oracle Developer - Alexandria,Egypt,Alexandria,,Full Time
شيلتر تكنولوجي,Senior Front End Developer,Egypt,Cairo,New Cairo,Full Time
Premier Services and Recruitment,Software Developer,Egypt,Cairo,Maadi,Full Time
شيلتر تكنولوجي,Senior Backend Developer,Egypt,Cairo,New Cairo,Full Time
Chaizer,Senior Full Stack Developer,Saudi Arabia,Riyadh,,Full Time
Chaizer,Senior Full Stack Developer,Saudi Arabia,Riyadh,,Work From Home
Confidential,Software Security Engineer,Egypt,Cairo,,Full Time
Confidential,Senior Database Administrator,Egypt,Cairo,,Full Time
Confidential,Technical & Support engineer,Egypt,Cairo,Maadi,Full Time
Sinmar Soft,ERP technical support,Egypt,Cairo,,Full Time
Sinmar Soft,ERP Senior Business Analyst,Egypt,Cairo,New Nozha,Full Time
Sinmar Soft,Senior UI - UX designer & front end developer,Egypt,Cairo,,Full Time
Sinmar Soft,"Full time Senior ASP Net Core, Blazor Full Stack Developer",Egypt,Cairo,New Nozha,Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,System Security Operations Engineer,Egypt,Giza,Smart Village,Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,System Operations Engineer,Egypt,Giza,Smart Village,Full Time
Noases,Junior R&D Mechatronics Engineer,Egypt,Cairo,Nasr City,Full Time
Noases,Senior R&D Mechatronics Engineer,Egypt,Cairo,Nasr City,Full Time
Peerless,Odoo Project Manager,Egypt,Giza,Mohandessin,Full Time
Quick Services,Odoo Functional Consultant,Egypt,Cairo,,Full Time
Post Distribution Company,Senior Developer,Egypt,Cairo,Maadi,Full Time
LINK Development,Senior PHP Developer,Egypt,Cairo,Maadi,Full Time
Edentech,Senior java developer - onsite,Egypt,Cairo,Heliopolis,Full Time
Balanced Education Company,IT Manager - New Generation International Schools,Egypt,Cairo,New Cairo,Full Time
Delta American School,Computer Teacher,Egypt,Dakahlia,Mansoura,Full Time
SE Wiring Systems EGYPT,Manufacturing System Developer,Egypt,Cairo,10th of Ramadan City,Full Time
Shahbandr,Senior WordPress/PHP/Backend Developer,Egypt,Giza,Sheikh Zayed,Full Time
Loc-Camp,IT Specialist,Egypt,Giza,Haram,Full Time
BRISK Business Inc.,Software Business Analyst - Job Description,Egypt,Cairo,New Cairo,Full Time
Queen Tech Solutions,Senior Front End Developer (Angular),Egypt,Cairo,Heliopolis,Full Time
Smartly,Senior Front End Developer - Angular,Egypt,Cairo,Nasr City,Full Time
ORGANI GROUP,Cyber Security Engineer,Egypt,Cairo,New Cairo,Full Time
Mohandes Life Insurance,Senior Full Stack Developer,Egypt,Giza,,Full Time
Confidential,Senior Dot Net Full Stack Developer,Egypt,Giza,6th of October,Full Time
Seena - سينا,Senior Software Engineer - PHP,Egypt,Cairo,Nasr City,Full Time
3S Software,Full Stack Developer,Egypt,Cairo,Nasr City,Full Time
Confidential,Node JS & Linux Developer,Egypt,Cairo,Zamalek,Full Time
Dafa,"Senior Tester ""Quality Assurance Automation""",Egypt,Giza,Haram,Full Time
Dafa,Front End Developer (Vue.js),Egypt,Giza,Haram,Full Time
Yespays,Experienced java spring developer,Egypt,Cairo,New Cairo,Full Time
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support,Egypt,Cairo,New Capital,Full Time
Rubyred Garment,IT Specialist,Egypt,Alexandria,Bourj Alarab,Full Time
Egypt University of Informatics (EUI),Senior Systems Engineer,Egypt,Cairo,New Capital,Full Time
eVision,Senior Software Technical Support Engineer,Egypt,Cairo,New Cairo,Full Time
ZINAD IT,Technical Writer,Egypt,Giza,6th of October,Full Time
Bydotpy,Frontend Developer (React),Egypt,Cairo,New Cairo,Full Time
RDI,Senior iOS Developer (Native),Egypt,Giza,Dokki,Full Time
RDI,Senior iOS Developer (Native),Egypt,Giza,Dokki,Part Time
RDI,Senior iOS Developer (Native),Egypt,Giza,Dokki,Freelance / Project
RDI,Senior Android Developer,Egypt,Giza,Dokki,Full Time
RDI,Senior Android Developer,Egypt,Giza,Dokki,Part Time
RDI,Senior Android Developer,Egypt,Giza,Dokki,Freelance / Project
Confidential,Senior Frontend PHP Developer,Egypt,Cairo,Nasr City,Full Time
Confidential,Senior PHP Laravel Developer,Egypt,Cairo,Nasr City,Full Time
Confidential,E Commerce Manager,Egypt,Cairo,Heliopolis,Full Time
Confidential,Voice Engineer,Egypt,Cairo,Maadi,Full Time
Shebak,Software Engineer,Egypt,Giza,Smart Village,Full Time
Trufla,Senior Back End Developer - Node JS,Egypt,Cairo,Heliopolis,Full Time
Trufla,Senior Software Testing - Quality Control Engineer,Egypt,Cairo,Heliopolis,Full Time
Trufla,Senior Frontend Engineer - React,Egypt,Cairo,Heliopolis,Full Time
Windrose Academy,Technical Support Specialist,Egypt,Cairo,Maadi,Full Time
Youxel,.Net Team Lead,Egypt,Cairo,,Full Time
Kashier Payment Solutions,Senior Frontend Engineer,Egypt,Cairo,Zamalek,Full Time
British Council,IT Officer,Egypt,Cairo,,Full Time
WSC,Devops Engineer,Egypt,Giza,,Full Time
Multi Level Group (MLG),Field support Technician,Egypt,Cairo,,Full Time
Ejada,Senior AI Engineer,Egypt,Cairo,,Full Time
TensorGraph,Senior Backend Developer,Egypt,Cairo,Maadi,Full Time
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city ),Egypt,Cairo,,Full Time
Hayati SRL,Office Assistant / Secretary,Egypt,Cairo,,Full Time
Hayati SRL,Office Assistant / Secretary,Egypt,Cairo,,Work From Home
Perfect Presentation,Senior Front End Developer (Blockchain),Egypt,Giza,6th of October,Full Time
Aliaict,Junior Software Tester,Egypt,Cairo,,Full Time
FlairsTech,Senior Front end Developer /Angular,Egypt,Cairo,Maadi,Full Time
Confidential,Senior Flutter Developer,Egypt,Cairo,Nasr City,Full Time
EVA Cosmetics,Senior Oracle Apps Developer/ Apex,Egypt,Giza,6th of October,Full Time
Al Rabat,Technical Support Engineer,Egypt,Cairo,Nasr City,Full Time
Interact Technology Solutions,IoT Software Engineer,Egypt,Cairo,Maadi,Full Time
Majorel Egypt,IT Help Desk Specialist,Egypt,Alexandria,San Stefano,Full Time
Interact Technology Solutions,Senior Network Security Engineer,Egypt,Cairo,Maadi,Full Time
Union Coop,UI/UX Designer (On-Site),Egypt,Giza,Dokki,Full Time
Dafa,UI UX Designer,Egypt,Giza,Haram,Full Time
Al Soug-Cashi,IT Support Engineer,Egypt,Cairo,,Full Time
Bevatel,Technical Support Engineer,Egypt,Giza,Dokki,Full Time
3S Software,Application Support Engineer,Egypt,Cairo,,Full Time
Efada Technology,Network Engineer,Egypt,Cairo,,Full Time
A1Softech,Microsoft Exchange Administrator,Egypt,Cairo,Maadi,Full Time
Efada Technology,Global Active Directory Expert,Egypt,Giza,6th of October,Full Time
Confidential,Cloud Solutions Sales Associate,Egypt,Giza,6th of October,Full Time
Confidential,Cloud Solutions Sales Manager,Egypt,Giza,6th of October,Full Time
Premium Card,IT - System Administration Specialist,Egypt,Giza,Dokki,Full Time
Dynamicslink,Financial Consultant,Egypt,Cairo,Nasr City,Full Time
Egypt Kuwait Holding,Application Support Engineer,Egypt,Giza,Dokki,Full Time
WORLD OF BUSINESS,Senior Python Developer,Lebanon,Sidon,,Full Time
YOUXEl Technology,Senior Backend Developer,Egypt,Cairo,,Full Time
YOUXEl Technology,Senior Backend Developer,Egypt,Cairo,,Work From Home
Confidential,"Full Stack Developer (.NET core , Angular 8+) -Part Time",Egypt,Cairo,Nasr City,Part Time
Confidential,"Full Stack Developer (.NET core , Angular 8+) -Part Time",Egypt,Cairo,Nasr City,Work From Home
International Advanced,Senior Angular Developer,Egypt,Cairo,Nasr City,Full Time
Confidential,Full Stack Java Developer,Egypt,Giza,,Full Time
Confidential,Full Stack Java Developer,Egypt,Giza,,Work From Home
Global Brands,System Engineer,Egypt,Cairo,New Cairo,Full Time
Softec Technologies,Software Technical Team Leader,Egypt,Cairo,Maadi,Full Time
TensorGraph,Senior Python Developer,Egypt,Cairo,Maadi,Full Time
TensorGraph,Senior Node JS Developer,Egypt,Cairo,Maadi,Full Time
Confidential,Digital Transformation Team Leader,Egypt,Cairo,New Cairo,Full Time
Confidential,Software Developer - Backend - Senior,Egypt,Cairo,Sheraton,Full Time
Al Ahly capital holding - Al Ahly Tamkeen,Linux Systems Administrator,Egypt,Cairo,Maadi,Full Time
taknia systems,ERP implementer,Egypt,Qalubia,Banha,Full Time
Bevatel,Development Tech Leader,Egypt,Giza,Dokki,Full Time
Ejada,Technical Recruiter,Egypt,Cairo,,Full Time
Orange Studio,"Team Leader / Senior Full Stack, PHP, Drupal Developer",Egypt,Cairo,Nasr City,Full Time
Waseet.net,Senior SEO / Senior Search Engine Optimization,Egypt,Cairo,Heliopolis,Full Time
"Izam, inc.",Senior Devops Engineer,Egypt,Giza,Mohandessin,Full Time
"Izam, inc.",Senior Devops Engineer,Egypt,Giza,Mohandessin,Work From Home
Orange Studio,Full Stack Web Developer - PHP!,Egypt,Cairo,Nasr City,Full Time
GoodsMart Not Verified,Full Stack Developer,Egypt,Cairo,Zamalek,Full Time
Target Recruitment  & HR Solutions,Web Developer,Egypt,Cairo,,Full Time
Interact Technology Solutions,Network & Voice Engineer,Egypt,Cairo,Maadi,Full Time
Micro Engineering,IT Specialist,Egypt,Cairo,Heliopolis,Full Time
Micro Engineering,IT Specialist,Egypt,Cairo,Heliopolis,Shift Based
Horizon Not Verified,Front-End Developer-Angular,Egypt,Cairo,,Full Time
Indegree,Front End Developer,Egypt,Dakahlia,,Full Time
Indegree,UI UX Designer,Egypt,Dakahlia,,Full Time
Loc-Camp,Senior PHP laravel developer,Egypt,Giza,Haram,Full Time
Hands of Hope Physical Therapy & Wellness,IT Specialist,Egypt,Cairo,Maadi,Full Time
Ulemt,Technical Support Engineer Tier 1,Egypt,Cairo,New Cairo,Full Time
Confidential,UI/UX Web Designer,Egypt,Cairo,,Full Time
Confidential,Front End Developer - Vue.js (Remote Work),Egypt,Cairo,,Full Time
LABS,SAP Junior Develop,Egypt,Cairo,Nasr City,Full Time
Decorative Glass And Arab Union Glass Group,Group ICT Infrastructure and Service Desk Section Head,Egypt,Cairo,Obour City,Full Time
Confidential,Senior Devops Engineer,Egypt,Cairo,Nasr City,Full Time
Global Brands,Senior Digital Transformation Advisor (Professional Services - Sales),Egypt,Cairo,New Cairo,Full Time
Data Science,Technical Project Manager,Egypt,Giza,Hadayek October,Full Time
Egypt Kuwait Holding,System Administrator,Egypt,Giza,Dokki,Full Time
Samaya Electronics Egypt LTD,Quality Control Engineer,Egypt,Cairo,,Full Time
Xceed Contact Center,Information Security Specialist,Egypt,Cairo,Maadi,Full Time
Efada Technology,IT System Engineer / VMware / Infrastructure,Egypt,Cairo,New Cairo,Full Time
Rashideen Egypt for Trade,Technical Support,Egypt,Gharbia,Tanta,Full Time
